,Reviewer Name,Review Title,Review Text,Reviewed Date,Review Rating
1359,Saral Agarwal,Wonderful Phone,"Overall an excellent product.
The camera, speed, look all are excellent.
The battery back up is good, but expected a little more from a 5000 Mah Battery.
My phone works about 24 hours on one charge.",28 June 2019,5
1360,Akshay,Amazing,"Awesome phone by Samsung, really worth the price. sAmoled screen, ram, processing capability, battery all are amazing.",29 June 2019,5
1361,Mathew Johnson,Lags from day 1,"Bought this for my dad. I use a OP5 myself. Since OP5 and this phone have the similar specs, I thought this phone would be lightning fast too. But from day 1, it lags a bit.",4 June 2019,3
1362,Hibu gyati,No doubt in samsung brand,It sits to its best under this price...met all the needs a good smartphone should have . I'm a samsung lover and a user..the most i like about samsung is its interface and functionality . Gaming is good too.. but not a perfect phone for gamer. Pubg runs smoothly though.,30 May 2019,5
1363,Resham g.,Return,".I want to return Samsung Galaxy m30 it was not good it's camera quality worst very very bad camera I whant to return these plzz help me
Amazon not good for these policy don't buy phones I want to refund these",26 March 2019,5
1364,manish jain,Average phone with high cost,"Battery life is not up to the mark as compare to 5000mah battery, if you use 4g internet continuously then it will survive only 7-9 hours. Sometimes fingerprint scanner takes time to recognize. Camera quality is below average and when u zoom it the pixels disperses. Only portrait mode is ok ok but with low quality pics.",28 June 2019,3
1365,Pavan,Ultimate 3X power,The phone is extraordinary . Any one can buy this phone . If someone is telling that this phone is having defects in it . Don't worry about them . They are MI users . They are using defects one . The battery I use to get it for 2 days for one full charge . It is the big battery has they say .,18 June 2019,5
1366,Mayank,very bad experience,didn't work since i purchased it....gives a very bad experience..i called to technician to replace it bt there is again a delay of 4 days then i don't know what will be next but totally unsatisfactory results of online shopping too...i am having no mobile phone right now feeling exhausted.....,25 June 2019,1
1367,Sarbpriay J.,Honest review read before u go flash sale crazy,"Battery drain is a little high 5000mah
Touch is fine
Fingerprint ok
Pubg power drain high
Heat issue is not much
Phone is heavy
Thick phone
U have good options in this range good luck",12 May 2019,4
1368,Gopal Naik,Worst Mobile,This is the worst Mobile.....andukante full struck avthundi.....no speed very slow,21 March 2019,2
1369,P. k.,Very good product you must pay iam 100%happy in this Phone,"Very nice i using in last 3 months i really happy in the Phone.quick charging Battery once i charge my phone after 3 days i using. Fingerprint very fast,Face lock quick process to unlock, camera quality is very clear thank you Samsung and Amazon for my money paid right product in Samsung M30",21 June 2019,4
1370,Gulshan,"Waste, Don't buy","1 month of use. Lagging, touch not working, battery drains even after closing all the apps. Didn't have the option of giving 0 star. Dont buy this. Thank you Samsung for making me feel the same thrice. Will opt for a local phone over Samsung brand. Even typing this review made me feel frustrated due to its touch speed.",18 May 2019,1
1371,nadeem,Go for it if battery life is what you need,"Overall a good phone. Battery is awesome. Rear camera is excellent in day light though I miss the slow motion videos. Low light photography needs lot of improvement. Selfie camera is satisfactory.
Personally I don't like the UI much since I was using Xiaomi phone before. The interface in my older phone was better.",21 April 2019,4
1372,Rajdeep Datta,Best at this price compare to any,"First of all display too much good !! Best camera !! Selfies are great !! Look is amazing !! 6GB of ram gives best performance !! Out of 128 GB 108.3 GB is usable !! Back side of the phone looks great in Gradient Blue !! 5000MaH battery backup is fabulous , 10% will go for minimum 2hours !! Wide angle camera is good !!",16 April 2019,5
1373,ASHISH,Third camera as pit fall..,"Triple camera is only trap, Camera quality is not that much fine..
Just take this as 13mp camera only.",16 March 2019,3
1374,Punit Sharma,Not worth spending 15k,Bought this because of battery but still need to charge everyday. I dknt play games and dont watch videos. Dont listen to music. Just social media apps and still battery drains very fast. Not worth spending 15k.,31 May 2019,4
1375,Harish,Low quality phone,"Product quality is very low, totally cheap plastic use for making this, i am very disappointed by Samsung. I gifted to my Low",18 April 2019,2
1376,Deepika KApoor,Excellent quality at reasonable price!,Amazing phone which is jampacked with latest features at a price which is affordable compared to its competitors. The 5000mAh battery is a big plus and lasts whole day easily. The giant screen is crisp and very smooth. Very impressed by M series and M30 stands as an amazing choice for less than 15000rs phone category.,20 June 2019,5
1377,anilprasad,Worth for money!!,"Likes:
-Wide angle feature in camera is awesome.
-Amoled display is cool.
-Battery also last for long.

Dislikes:
-Processor is not that effective, stuck is coming for games like pubg.
-Even though ram is 6gb, performance is not that efficient.

Overall fon is worth to buy☺",17 May 2019,4
1378,Amazon Customer,Average product - disappointing.,"Fingerprint Reader & Sensor - Below average.
Battery life - Average.
Face Recognition - Average.
Performance - Average & disappointing.
Recommend to others - NO",28 April 2019,3
1379,Sivakumar,Thank you Samsung for M30,Much waited product. Camera awesome battery lasts for 3 days for normal use. Superb display. Watched Amazon prime videos in full screen mode and simply it rocks. Fluidic performance.,11 April 2019,5
1380,Saurav Kumar,Too much hype for a very mediocre product,"Does not measure up to the hype at all.
Speakers are very poor. Camera is no different than cheaper phones.
The body is also very basic and gives a plastic feel.",4 May 2019,3
1381,Sravan,Bad selfie camera bad processor,The mobile has good battery and display. Other than that it has nothing to offer. You cant play pubg even on low smooth graphics. Camera is bad in low light.. display is awesome. Battery is excellent.,2 April 2019,2
1382,senthil velavan s,Worst product,Very bad. Don't go for this. If you download more than 5 apps mobile starts hang. Touch is very slow. Response of this mobile is very bad. Totally it's a useless product. Never expect this from Samsung product.,6 April 2019,1
1383,Shankhajit,Good buy for the specs at this price,"Fingerprint reader and face recognition work absolutely fine. This phone doesn't lag no matter how many apps are running. The camera is really good, especially the live focus feature. Battery drains out pretty fast even without playing games or keeping bluetooth and wifi on. Overall, it's one that can be recommended.",27 June 2019,4
